rank,members,n_strains,axes,n_axes,diversity_mean,effect_mean_g,propionate_frac,culturability_mean,genus_diversity,spore_frac,composite_v2
133,Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.233,0.259,0.67,0.833,1.0,0.33,0.7187
134,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Alistipes_indistinctus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.266,0.207,0.8,0.8,0.8,0.2,0.7187
135,Barnesiella_intestinihominis; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Alistipes_indistinctus,4,propionate+mucin,2,0.248,0.222,1.0,0.887,1.0,0.0,0.7186
136,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.239,0.204,0.8,0.87,1.0,0.2,0.7185
137,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Alistipes_indistinctus,4,propionate+mucin,2,0.308,0.19,1.0,0.8,0.75,0.0,0.7185
138,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.247,0.204,0.8,0.81,1.0,0.2,0.7185
139,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.242,0.232,0.8,0.85,0.8,0.2,0.7185
140,Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.254,0.202,0.75,0.85,1.0,0.25,0.7183
141,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_intestinalis,4,propionate+mucin,2,0.274,0.185,1.0,0.887,1.0,0.0,0.7181
142,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.249,0.212,0.75,0.825,1.0,0.25,0.718
143,Barnesiella_intestinihominis; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.254,0.242,0.6,0.87,1.0,0.4,0.7179
144,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae,5,propionate+mucin,2,0.28,0.211,1.0,0.86,0.8,0.0,0.7179
145,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.241,0.232,0.8,0.85,0.8,0.2,0.7179
146,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.246,0.194,0.8,0.87,1.0,0.2,0.7179
147,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.263,0.236,0.6,0.83,1.0,0.4,0.7177
148,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_dorei,4,propionate+mucin,2,0.282,0.173,1.0,0.887,1.0,0.0,0.7174
149,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.239,0.238,0.8,0.83,0.8,0.2,0.7173
150,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.248,0.222,0.8,0.85,0.8,0.2,0.7173
151,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.277,0.214,0.6,0.84,1.0,0.4,0.7172
152,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus,5,propionate+mucin,2,0.292,0.22,0.8,0.88,1.0,0.2,0.7172
153,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_dorei; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.257,0.2,0.75,0.825,1.0,0.25,0.7172
154,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.219,0.235,0.8,0.84,1.0,0.2,0.7171
155,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_salyersiae,3,propionate+mucin,2,0.278,0.186,1.0,0.85,1.0,0.0,0.717
156,Barnesiella_intestinihominis; Alistipes_putredinis; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.263,0.22,0.67,0.8,1.0,0.33,0.7169
157,Barnesiella_intestinihominis; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.235,0.207,0.8,0.87,1.0,0.2,0.7169
158,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens,3,propionate+mucin,2,0.34,0.205,0.67,0.817,1.0,0.33,0.7168
159,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus,4,propionate+mucin,2,0.274,0.228,1.0,0.837,0.75,0.0,0.7166
160,Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.219,0.24,0.75,0.887,1.0,0.25,0.7164
161,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.257,0.213,1.0,0.85,1.0,0.0,0.7164
162,Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.235,0.206,0.8,0.87,1.0,0.2,0.7163
163,Barnesiella_intestinihominis; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_salyersiae,4,propionate+mucin,2,0.269,0.19,1.0,0.887,1.0,0.0,0.7162
164,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.244,0.224,0.8,0.85,0.8,0.2,0.7162
165,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.241,0.206,0.8,0.82,1.0,0.2,0.7162
166,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.291,0.23,0.5,0.8,1.0,0.5,0.7159
167,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.253,0.203,0.75,0.825,1.0,0.25,0.7158
168,Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.241,0.197,0.8,0.87,1.0,0.2,0.7157
169,Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.25,0.244,0.6,0.87,1.0,0.4,0.7157
170,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.258,0.239,0.6,0.83,1.0,0.4,0.7156
171,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.227,0.238,0.75,0.825,1.0,0.25,0.7155
172,Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_intestinalis,4,propionate+mucin,2,0.269,0.189,1.0,0.887,1.0,0.0,0.7154
173,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.232,0.239,0.8,0.86,0.8,0.2,0.7154
174,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus,5,propionate+mucin,2,0.288,0.223,0.8,0.88,1.0,0.2,0.7151
175,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.238,0.245,0.67,0.833,1.0,0.33,0.7148
176,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.238,0.229,0.8,0.86,0.8,0.2,0.7148
177,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_intestinalis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.237,0.221,0.75,0.837,1.0,0.25,0.7148
178,Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_dorei,4,propionate+mucin,2,0.276,0.177,1.0,0.887,1.0,0.0,0.7147
179,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.222,0.227,0.8,0.84,1.0,0.2,0.7147
180,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.268,0.221,0.6,0.85,1.0,0.4,0.7147
181,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.238,0.199,0.8,0.87,1.0,0.2,0.7146
182,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.276,0.216,0.6,0.81,1.0,0.4,0.7145
183,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.264,0.229,0.6,0.83,1.0,0.4,0.7144
184,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis,4,propionate+mucin,2,0.265,0.229,1.0,0.875,0.75,0.0,0.7143
185,Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.217,0.228,0.8,0.87,1.0,0.2,0.7143
186,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus,3,propionate+mucin,2,0.293,0.256,0.67,0.867,1.0,0.33,0.7143
187,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.249,0.209,0.75,0.8,1.0,0.25,0.7142
188,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_dorei; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.245,0.209,0.75,0.837,1.0,0.25,0.7141
189,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.24,0.227,0.8,0.85,0.8,0.2,0.714
190,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Alistipes_indistinctus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.274,0.22,0.6,0.8,1.0,0.4,0.7139
191,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_intestinalis,5,propionate+mucin,2,0.302,0.207,0.8,0.84,1.0,0.2,0.7138
192,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_dorei; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.27,0.219,0.6,0.83,1.0,0.4,0.7138
193,Barnesiella_intestinihominis; Alistipes_putredinis; Akkermansia_muciniphila; Alistipes_indistinctus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.255,0.209,0.8,0.83,0.8,0.2,0.7137
194,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_dorei,4,propionate+mucin,2,0.273,0.217,1.0,0.875,0.75,0.0,0.7136
195,Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.222,0.23,0.75,0.887,1.0,0.25,0.7135
196,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila,4,propionate+mucin,2,0.31,0.207,0.75,0.863,1.0,0.25,0.7134
197,Odoribacter_splanchnicus; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.252,0.236,0.6,0.87,1.0,0.4,0.7133
198,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_salyersiae,4,propionate+mucin,2,0.272,0.18,1.0,0.887,1.0,0.0,0.7133
199,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum,4,propionate+mucin,2,0.321,0.2,0.75,0.813,1.0,0.25,0.7132
200,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_dorei,5,propionate+mucin,2,0.309,0.198,0.8,0.84,1.0,0.2,0.7132
201,Odoribacter_splanchnicus; Alistipes_putredinis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.247,0.206,0.75,0.825,1.0,0.25,0.7131
202,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.231,0.212,0.8,0.83,1.0,0.2,0.7131
203,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.234,0.231,0.8,0.86,0.8,0.2,0.7131
204,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.249,0.246,0.6,0.84,1.0,0.4,0.7131
205,Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Alistipes_indistinctus,4,propionate+mucin,2,0.246,0.215,1.0,0.887,1.0,0.0,0.713
206,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Alistipes_indistinctus,5,propionate+mucin,2,0.293,0.187,1.0,0.84,0.8,0.0,0.713
207,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.268,0.207,0.67,0.8,1.0,0.33,0.713
208,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.294,0.22,0.5,0.8,1.0,0.5,0.713
209,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.237,0.232,0.8,0.83,0.8,0.2,0.7127
210,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.217,0.229,0.8,0.84,1.0,0.2,0.7126
211,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.246,0.25,0.6,0.83,1.0,0.4,0.7125
212,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.238,0.203,0.8,0.83,1.0,0.2,0.7125
213,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.241,0.221,0.8,0.86,0.8,0.2,0.7125
214,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.215,0.248,0.75,0.837,1.0,0.25,0.7124
215,Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.233,0.202,0.8,0.87,1.0,0.2,0.7124
216,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Akkermansia_muciniphila; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.27,0.213,0.6,0.85,1.0,0.4,0.7123
217,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.267,0.221,0.6,0.83,1.0,0.4,0.7121
218,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_intestinalis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.241,0.211,0.75,0.837,1.0,0.25,0.7119
219,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus,5,propionate+mucin,2,0.284,0.229,0.8,0.84,1.0,0.2,0.7118
220,Barnesiella_intestinihominis; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Alistipes_indistinctus,5,propionate+mucin,2,0.266,0.217,1.0,0.87,0.8,0.0,0.7116
221,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_dorei; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.273,0.211,0.6,0.83,1.0,0.4,0.7115
222,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.235,0.206,0.8,0.82,1.0,0.2,0.7115
223,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.23,0.234,0.8,0.86,0.8,0.2,0.7115
224,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_intestinalis,4,propionate+mucin,2,0.268,0.219,1.0,0.875,0.75,0.0,0.7114
225,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_intestinalis,4,propionate+mucin,2,0.265,0.196,1.0,0.838,1.0,0.0,0.7114
226,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus,4,propionate+mucin,2,0.286,0.239,0.75,0.85,1.0,0.25,0.7114
227,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.259,0.259,0.5,0.837,1.0,0.5,0.7111
228,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_dorei; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.248,0.199,0.75,0.837,1.0,0.25,0.7111
229,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus,4,propionate+mucin,2,0.271,0.221,1.0,0.837,0.75,0.0,0.711
230,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.23,0.234,0.8,0.86,0.8,0.2,0.7109
231,Barnesiella_intestinihominis; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.243,0.244,0.6,0.88,1.0,0.4,0.7108
232,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus,3,propionate+mucin,2,0.286,0.26,0.67,0.867,1.0,0.33,0.7108
233,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.251,0.238,0.6,0.84,1.0,0.4,0.7107
234,Odoribacter_splanchnicus; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_salyersiae,4,propionate+mucin,2,0.267,0.183,1.0,0.887,1.0,0.0,0.7106
235,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_dorei,4,propionate+mucin,2,0.276,0.207,1.0,0.875,0.75,0.0,0.7106
236,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_dorei,4,propionate+mucin,2,0.272,0.184,1.0,0.838,1.0,0.0,0.7106
237,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.222,0.258,0.67,0.85,1.0,0.33,0.7106
238,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.263,0.224,0.6,0.83,1.0,0.4,0.7105
239,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Akkermansia_muciniphila,4,propionate+mucin,2,0.313,0.197,0.75,0.863,1.0,0.25,0.7104
240,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.236,0.224,0.8,0.86,0.8,0.2,0.7103
241,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.266,0.216,0.6,0.85,1.0,0.4,0.7102
242,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.207,0.237,0.8,0.85,1.0,0.2,0.7101
243,Barnesiella_intestinihominis; Akkermansia_muciniphila; Alistipes_indistinctus,3,propionate+mucin,2,0.262,0.193,1.0,0.867,1.0,0.0,0.71
244,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.235,0.215,0.75,0.837,1.0,0.25,0.71
245,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.262,0.224,0.6,0.83,1.0,0.4,0.7099
246,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_salyersiae,5,propionate+mucin,2,0.301,0.203,0.8,0.84,1.0,0.2,0.7099
247,Barnesiella_intestinihominis; Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bacteroides_intestinalis,5,propionate+mucin,2,0.259,0.219,1.0,0.9,0.8,0.0,0.7097
