evidence_id,source_database,source_accession,title,sample_size_hint,duration_hint,cfu_hint,dose_hint,bmi_hint,p_value_hint,intervention_hint,primary_outcome_hint,body_weight_effect_hint,bmi_effect_hint,waist_effect_hint,body_fat_effect_hint,glucose_effect_hint,lipid_effect_hint,microbiome_effect_hint,manual_extraction_note
EUROPEPMC:32718098,PubMed,32718098,"Modulation of the Gut Microbiota by Olive Oil Phenolic Compounds: Implications for Lipid Metabolism, Immune System, and Obesity.",,,,,,,,,,,,,,OOPCs also increase certain beneficial bacteria and gut-bacteria diversity which can be therapeutic for lipid-immune disorders and obesity.,,Review source text before entering numeric values into final tables.
EUROPEPMC:33178196,PubMed,33178196,Gut Microbiota as a Trigger for Metabolic Inflammation in Obesity and Type 2 Diabetes.,,,,,,,,,,,,,,,,Review source text before entering numeric values into final tables.
PMID:32152146,PubMed,32152146,Genistein stimulates insulin sensitivity through gut microbiota reshaping and skeletal muscle AMPK activation in obese subjects.,45 participants,2 months,,50 mg/day,,,,,,,,,"Previous studies demonstrated that genistein intake modifies the gut microbiota in mice by selectively increasing Akkermansia muciniphila, leading to reduction of metabolic endotoxemia and insulin sensitivity.",,"Previous studies demonstrated that genistein intake modifies the gut microbiota in mice by selectively increasing Akkermansia muciniphila, leading to reduction of metabolic endotoxemia and insulin sensitivity.",Review source text before entering numeric values into final tables.
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,410 subjects,16 weeks,,,,,,,"Therefore, the present review was undertaken to evaluate the overall effects of pro-/synbiotics supplementation on anthropometric indices and metabolic indices in overweight or obese children and adolescents.; A systematic computerized literature search of PubMed, Scopus, ISI Web of science and Google Scholar databases was conducted up to November 2018.","Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.","Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.","Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.",,"Pooled analysis did not illustrate any significant changes in BMI z-score, waist circumference, weight, body fat, fasting blood sugar and lipid profiles (triglyceride, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol) after supplementation with pro-/synbiotics for 4-16 weeks.","However, subgroup analysis by intervention type revealed a significant reduction of BMI z-score in synbiotic subgroups.; Based on our findings, modulation of gut microbiota composition through pro-/ synbiotic supplements did not have favorable effects to manage overweight or obese children and adolescents.",Review source text before entering numeric values into final tables.
PMID:29547587,PubMed,29547587,Dietary Alteration of the Gut Microbiome and Its Impact on Weight and Fat Mass: A Systematic Review and Meta-Analysis.,,,,,,,,,"Probiotic use was associated with significant decreases in BMI, weight and fat mass.","Probiotic use was associated with significant decreases in BMI, weight and fat mass.",,"Probiotic use was associated with significant decreases in BMI, weight and fat mass.",,,"Overall, when the utilization of gut microbiome-modulating dietary agents (prebiotic/probiotic/synbiotic) was compared to placebo, there were significant decreases in BMI, weight and fat mass.",Review source text before entering numeric values into final tables.
PMID:30468509,PubMed,30468509,"Probiotics, prebiotics and synbiotics for weight loss and metabolic syndrome in the microbiome era.",,,,,,,,,Clinical studies and significant pre-clinical results showing molecular mechanisms supporting clinical results were also discussed.; Several studies in humans and in animal models have elucidated biological mechanisms supporting the observed clinical efficacy of selected probiotic and prebiotic compounds for weight management.,,,,,,"Their administration, together with galactomannan and/or inulin fibers, may increase weight management effects due to synergistic effect on short chain fatty acid production and microbiota 're-configuration'.",Review source text before entering numeric values into final tables.
EUROPEPMC:10.21203/rs.3.rs-9134629/v1,publisher supplementary data,10.21203/rs.3.rs-9134629/v1,Blood drops to gut maps: dried blood spot metabolomics infers gut microbiome composition and guides probiotic intervention in metabolic disease,,,,,,,,,,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:10.64898/2026.04.07.716956,publisher supplementary data,10.64898/2026.04.07.716956,Engineered Lactate Catabolizing Probiotics Reveal Timescale Dependent Microbiome-Host Metabolic Coupling,,,,,,,,,,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:41507594,PubMed,41507594,"Impact of probiotic, prebiotic, and synbiotic supplementation on the gut microbiome in older adults with sarcopenia, obesity, and sarcopenic obesity.",,,,,,,,,,,,,"Probiotics, containing live beneficial microorganisms, have shown potential in enhancing SCFA production, reducing inflammation, and improving insulin sensitivity.",,"These age-related conditions are closely associated with alterations to the gut microbiome, including microbial profiles and a reduction in beneficial metabolites such as short-chain fatty acids (SCFAs).",Review source text before entering numeric values into final tables.
EUROPEPMC:41576942,PubMed,41576942,"Gut microbiome and obesity care: Bridging dietary, surgical, and pharmacological interventions.",,,,,,,,,,,,,,,"Since then, our understanding of the gut microbiome's role in obesity has advanced significantly.",Review source text before entering numeric values into final tables.
