"evidence_id","source_database","source_accession","doi","pmid","title","year","evidence_type","priority","relevance_score","study_tag","intervention_type_hint","taxa_hint","outcome_hint","needs_manual_review","source_url","queue_rank","queue_reason"
"NCT:NCT05826184","ClinicalTrials.gov","NCT05826184","","","Time Restricted Eating With or Without a Fiber Supplement for Weight Management in Pediatric Cancer Survivors","2023","clinical_trial","high","1","clinical_trial_registry","","","weight","true","https://clinicaltrials.gov/study/NCT05826184","76","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight"
"NCT:NCT05832190","ClinicalTrials.gov","NCT05832190","","","Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes","2023","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT05832190","77","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT06612164","ClinicalTrials.gov","NCT06612164","","","Effects of Kefir Consumption on Health Outcomes: Gastrointestinal System, Immunity, Biochemical Parameters, Body Composition, Sleep Quality and Mental Well Being in Healthy Adults","2023","clinical_trial","high","1","clinical_trial_registry","","","body_composition","true","https://clinicaltrials.gov/study/NCT06612164","78","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=body_composition"
"PMID:37248499","PubMed","37248499","10.1186/s13063-023-07383-0","37248499","The impact of Hafnia alvei HA4597™ on weight loss and glycaemic control after bariatric surgery - study protocol for a triple-blinded, blocked randomized, 12-month, parallel-group, placebo-controlled clinical trial.","2023","literature","high","1","randomized_controlled_trial","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/37248499/","79","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=weight"
"NCT:NCT04962633","ClinicalTrials.gov","NCT04962633","","","Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status","2022","clinical_trial","high","1","clinical_trial_registry","probiotic","","glucose","true","https://clinicaltrials.gov/study/NCT04962633","80","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"NCT:NCT05255367","ClinicalTrials.gov","NCT05255367","","","Effect of (Poly)Phenolic on Cardiometabolic Risk of Postmenopausal Women","2022","clinical_trial","high","1","clinical_trial_registry","","","glucose","true","https://clinicaltrials.gov/study/NCT05255367","81","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"NCT:NCT05353504","ClinicalTrials.gov","NCT05353504","","","Impact of Microbiome-changing Interventions on Food Decision-making","2022","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT05353504","82","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT05417360","ClinicalTrials.gov","NCT05417360","","","Akkermansia and Weight Maintenance","2022","clinical_trial","high","1","clinical_trial_registry","","Akkermansia","weight","true","https://clinicaltrials.gov/study/NCT05417360","83","priority=high; relevance=1; study_tag=clinical_trial_registry; taxa=Akkermansia; outcomes=weight"
"NCT:NCT06327919","ClinicalTrials.gov","NCT06327919","","","Effects of Probiotic Supplementation With Weight Reducing Plan in Patients With Food Addiction and Weight Regain After Bariatric Surgery","2022","clinical_trial","high","1","clinical_trial_registry","probiotic","","weight","true","https://clinicaltrials.gov/study/NCT06327919","84","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight"
"NCT:NCT04863313","ClinicalTrials.gov","NCT04863313","","","Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE)","2021","clinical_trial","high","1","clinical_trial_registry","probiotic","","microbiome","true","https://clinicaltrials.gov/study/NCT04863313","85","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT04884776","ClinicalTrials.gov","NCT04884776","","","Modulation of Gut Microbiota to Enhance Health and Immunity","2021","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT04884776","86","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT05000775","ClinicalTrials.gov","NCT05000775","","","The Influence of GNiib® in Obesity Management in Obese Young Individuals in Hong Kong.","2021","clinical_trial","high","1","clinical_trial_registry","","","","true","https://clinicaltrials.gov/study/NCT05000775","87","priority=high; relevance=1; study_tag=clinical_trial_registry"
"NCT:NCT05207488","ClinicalTrials.gov","NCT05207488","","","Gastrointestinal And Metabolic Effects From a Prebiotic, Lifting, and Aerobic iNtervention","2021","clinical_trial","high","1","clinical_trial_registry","prebiotic","","glucose","true","https://clinicaltrials.gov/study/NCT05207488","88","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"NCT:NCT05405205","ClinicalTrials.gov","NCT05405205","","","Effect of Synbiotic L. Fermentum Strains on Body Fat Mass","2021","clinical_trial","high","1","clinical_trial_registry","synbiotic","","body_composition","true","https://clinicaltrials.gov/study/NCT05405205","89","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=body_composition"
"PMID:33915854","PubMed","33915854","10.3390/nu13041160","33915854","Role of Probiotics in Modulating Human Gut Microbiota Populations and Activities in Patients with Colorectal Cancer-A Systematic Review of Clinical Trials.","2021","literature","high","1","meta_analysis_or_systematic_review","probiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/33915854/","90","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=microbiome"
"NCT:NCT04097106","ClinicalTrials.gov","NCT04097106","","","Synbiotic Dietary Supplement and Gut Microbiota","2020","clinical_trial","high","1","clinical_trial_registry","synbiotic","","microbiome","true","https://clinicaltrials.gov/study/NCT04097106","91","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT04130321","ClinicalTrials.gov","NCT04130321","","","Demonstration of the Prebiotic-like Effects of Camu-camu Consumption Against Obesity-related Disorders in Humans","2020","clinical_trial","high","1","clinical_trial_registry","prebiotic","","","true","https://clinicaltrials.gov/study/NCT04130321","92","priority=high; relevance=1; study_tag=clinical_trial_registry"
"NCT:NCT04561284","ClinicalTrials.gov","NCT04561284","","","Carbohydrate-induced Resilience of the Gut Microbiome After Antibiotics Use","2020","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT04561284","93","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT04754464","ClinicalTrials.gov","NCT04754464","","","Clinical Study on the Effect of a Synbiotic on Body Fat Mass","2020","clinical_trial","high","1","clinical_trial_registry","synbiotic","","body_composition","true","https://clinicaltrials.gov/study/NCT04754464","94","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=body_composition"
"NCT:NCT05114018","ClinicalTrials.gov","NCT05114018","","","Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia","2020","clinical_trial","high","1","clinical_trial_registry","","Akkermansia","glucose","true","https://clinicaltrials.gov/study/NCT05114018","95","priority=high; relevance=1; study_tag=clinical_trial_registry; taxa=Akkermansia; outcomes=glucose"
"PMID:30595036","PubMed","30595036","10.1080/10408398.2018.1545218","30595036","Efficacy of synbiotic supplementation in obesity treatment: A systematic review and meta-analysis of clinical trials.","2020","literature","high","1","meta_analysis_or_systematic_review","synbiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/30595036/","96","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review"
"PMID:32521799","PubMed","32521799","10.3390/jcm9061788","32521799","The Effect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People-A Systematic Review and Meta-Analysis with Meta-Regression of Randomized Controlled Trials.","2020","literature","high","1","meta_analysis_or_systematic_review","probiotic;synbiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/32521799/","97","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"PMID:33326198","PubMed","33326198","10.18388/abp.2020_5443","33326198","Impact of diet and synbiotics on selected gut bacteria and intestinal permeability in individuals with excess body weight - A Prospective, Randomized Study.","2020","literature","high","1","randomized_controlled_trial","synbiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/33326198/","98","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=weight"
"NCT:NCT04398693","ClinicalTrials.gov","NCT04398693","","","Evaluation of Intestinal Microbiota Manipulation to Treat Resistant Hypertension","2019","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT04398693","99","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT04555447","ClinicalTrials.gov","NCT04555447","","","Gastrointestinal Tolerability to Agavins and Impact on Host-gut Microbiota-metabolism Interactions Modulation","2019","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT04555447","100","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT05162209","ClinicalTrials.gov","NCT05162209","","","PROBESITY-2: Synbiotics in Pediatric Obesity","2019","clinical_trial","high","1","clinical_trial_registry","synbiotic","","","true","https://clinicaltrials.gov/study/NCT05162209","101","priority=high; relevance=1; study_tag=clinical_trial_registry"
"NCT:NCT03727321","ClinicalTrials.gov","NCT03727321","","","FMT and Fiber in Patients With Metabolic Syndrome","2018","clinical_trial","high","1","clinical_trial_registry","","","glucose","true","https://clinicaltrials.gov/study/NCT03727321","102","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"NCT:NCT03800277","ClinicalTrials.gov","NCT03800277","","","Effect of Cranberry and Agaves Extract on Microbiota and Intestinal Health","2018","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT03800277","103","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT04498455","ClinicalTrials.gov","NCT04498455","","","Study of a Prebiotic Supplement to Mitigate Excessive Weight Gain Among Physicians in Residency","2018","clinical_trial","high","1","clinical_trial_registry","prebiotic","","weight","true","https://clinicaltrials.gov/study/NCT04498455","104","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight"
"NCT:NCT03312660","ClinicalTrials.gov","NCT03312660","","","Effect of a Kefir Beverage on Immunity and Lipid Profile","2017","clinical_trial","high","1","clinical_trial_registry","","","lipid","true","https://clinicaltrials.gov/study/NCT03312660","105","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=lipid"
"NCT:NCT02660333","ClinicalTrials.gov","NCT02660333","","","Effect of Prebiotic or Synbiotic on Inflammatory Response and Indicators of Nutritional Status in Obesity","2016","clinical_trial","high","1","clinical_trial_registry","prebiotic;synbiotic","","","true","https://clinicaltrials.gov/study/NCT02660333","106","priority=high; relevance=1; study_tag=clinical_trial_registry"
"NCT:NCT02768818","ClinicalTrials.gov","NCT02768818","","","Modulation of the Intestinal Flora With the Probiotic VIVOMIXX™ in Pregnant Women at Risk of Metabolic Complications","2016","clinical_trial","high","1","clinical_trial_registry","probiotic","","glucose","true","https://clinicaltrials.gov/study/NCT02768818","107","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"NCT:NCT03530501","ClinicalTrials.gov","NCT03530501","","","Effect of Very-low Calorie Diet and Synbiotic Supplementation in Gut Microbiota (Pronokal Method)","2016","clinical_trial","high","1","clinical_trial_registry","synbiotic","","microbiome","true","https://clinicaltrials.gov/study/NCT03530501","108","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT02637115","ClinicalTrials.gov","NCT02637115","","","Evaluation of the Effects Associated With the Administration of Akkermansia Muciniphila on Parameters of Metabolic Syndrome","2015","clinical_trial","high","1","clinical_trial_registry","","Akkermansia","glucose","true","https://clinicaltrials.gov/study/NCT02637115","109","priority=high; relevance=1; study_tag=clinical_trial_registry; taxa=Akkermansia; outcomes=glucose"
